CustomerID,CohortMonth,OrderMonth,Revenue,CohortIndex
12378,2011-08-01,2011-08-01,17.4,1
12378,2011-08-01,2011-08-01,18,1
12378,2011-08-01,2011-08-01,33,1
12378,2011-08-01,2011-08-01,6.96,1
12378,2011-08-01,2011-08-01,12.6,1
12378,2011-08-01,2011-08-01,16.6,1
12378,2011-08-01,2011-08-01,30.6,1
12378,2011-08-01,2011-08-01,13.52,1
12378,2011-08-01,2011-08-01,19.8,1
12378,2011-08-01,2011-08-01,16.6,1
12378,2011-08-01,2011-08-01,12.5,1
12378,2011-08-01,2011-08-01,15.3,1
12378,2011-08-01,2011-08-01,14.75,1
12379,2011-06-01,2011-06-01,15.3,1
12379,2011-06-01,2011-06-01,15.3,1
12380,2011-06-01,2011-06-01,10.5,1
12380,2011-06-01,2011-06-01,20.8,1
12380,2011-06-01,2011-06-01,17.7,1
12380,2011-06-01,2011-10-01,19.8,5
12380,2011-06-01,2011-06-01,20.8,1
12380,2011-06-01,2011-06-01,8.5,1
12381,2011-08-01,2011-12-01,40,5
12381,2011-08-01,2011-08-01,13.5,1
12381,2011-08-01,2011-08-01,19.8,1
12381,2011-08-01,2011-12-01,29.7,5
12381,2011-08-01,2011-08-01,19.8,1
12381,2011-08-01,2011-08-01,15,1
12381,2011-08-01,2011-08-01,9.36,1
12381,2011-08-01,2011-08-01,23.4,1
12381,2011-08-01,2011-08-01,23.4,1
12381,2011-08-01,2011-08-01,16.8,1
12383,2010-12-01,2010-12-01,10.2,1
12383,2010-12-01,2010-12-01,10.08,1
12383,2010-12-01,2011-03-01,23.6,4
12383,2010-12-01,2011-04-01,15,5
12383,2010-12-01,2010-12-01,30,1
12383,2010-12-01,2010-12-01,15.6,1
12383,2010-12-01,2011-01-01,19.8,2
12383,2010-12-01,2011-01-01,6.8,2
12383,2010-12-01,2011-01-01,23.4,2
12383,2010-12-01,2011-04-01,5.04,5
12383,2010-12-01,2011-01-01,6.8,2
12383,2010-12-01,2010-12-01,45,1
12384,2011-08-01,2011-08-01,19.8,1
12384,2011-08-01,2011-08-01,15,1
12384,2011-08-01,2011-08-01,15.9,1
12386,2010-12-01,2010-12-01,19.8,1
12386,2010-12-01,2011-01-01,75,2
12388,2011-01-01,2011-07-01,69.36,7
12388,2011-01-01,2011-09-01,30.6,9
12388,2011-01-01,2011-02-01,15,2
12388,2011-01-01,2011-01-01,17.7,1
12388,2011-01-01,2011-09-01,60.48,9
12388,2011-01-01,2011-07-01,12.5,7
12388,2011-01-01,2011-07-01,30.6,7
12388,2011-01-01,2011-01-01,32.7,1
12388,2011-01-01,2011-07-01,17.7,7
12388,2011-01-01,2011-09-01,47.4,9
12390,2011-09-01,2011-09-01,10.5,1
12390,2011-09-01,2011-09-01,10.5,1
12391,2011-11-01,2011-11-01,1.45,1
12391,2011-11-01,2011-11-01,0.85,1
12391,2011-11-01,2011-11-01,5.04,1
12391,2011-11-01,2011-11-01,2.5,1
12391,2011-11-01,2011-11-01,17.7,1
12391,2011-11-01,2011-11-01,3.75,1
12393,2011-01-01,2011-09-01,13.2,9
12393,2011-01-01,2011-01-01,22.5,1
12393,2011-01-01,2011-04-01,19.8,4
12393,2011-01-01,2011-04-01,16.5,4
12393,2011-01-01,2011-09-01,19.8,9
12394,2011-05-01,2011-05-01,27.04,1
12394,2011-05-01,2011-05-01,19.8,1
12394,2011-05-01,2011-05-01,6.8,1
12395,2010-12-01,2010-12-01,50.4,1
12395,2010-12-01,2011-11-01,20,12
12395,2010-12-01,2011-06-01,15.3,7
12395,2010-12-01,2011-05-01,16.6,6
12395,2010-12-01,2011-02-01,40.8,3
12395,2010-12-01,2011-10-01,15,11
12395,2010-12-01,2011-05-01,5.04,6
12395,2010-12-01,2011-06-01,15.3,7
12395,2010-12-01,2011-11-01,19.9,12
12395,2010-12-01,2011-05-01,15,6
12395,2010-12-01,2010-12-01,11.9,1
12395,2010-12-01,2011-08-01,39.95,9
12395,2010-12-01,2011-02-01,10.08,3
12395,2010-12-01,2011-02-01,10.08,3
12395,2010-12-01,2011-03-01,72,4
12397,2011-07-01,2011-11-01,20,5
12397,2011-07-01,2011-07-01,17.34,1
12397,2011-07-01,2011-07-01,14.85,1
12397,2011-07-01,2011-07-01,16.5,1
12397,2011-07-01,2011-11-01,16.5,5
12397,2011-07-01,2011-11-01,13.2,5
12397,2011-07-01,2011-07-01,19.8,1
12398,2011-10-01,2011-10-01,9.36,1
12398,2011-10-01,2011-10-01,16.6,1
12398,2011-10-01,2011-10-01,8.5,1
12398,2011-10-01,2011-10-01,15,1
12398,2011-10-01,2011-10-01,34.8,1
12399,2011-03-01,2011-06-01,70.2,4
12399,2011-03-01,2011-05-01,26.4,3
12399,2011-03-01,2011-05-01,16.5,3
12399,2011-03-01,2011-05-01,14.75,3
12399,2011-03-01,2011-03-01,13.2,1
12399,2011-03-01,2011-05-01,44.55,3
12399,2011-03-01,2011-05-01,26.4,3
12399,2011-03-01,2011-03-01,20.4,1
12401,2011-02-01,2011-02-01,25.5,1
12401,2011-02-01,2011-02-01,17.85,1
12401,2011-02-01,2011-02-01,10.95,1
12402,2011-01-01,2011-01-01,11.7,1
12403,2011-10-01,2011-10-01,9.9,1
12405,2011-07-01,2011-07-01,13.92,1
12405,2011-07-01,2011-07-01,26.4,1
12405,2011-07-01,2011-07-01,20,1
12405,2011-07-01,2011-07-01,71.4,1
12405,2011-07-01,2011-07-01,15.6,1
12405,2011-07-01,2011-07-01,35.4,1
12405,2011-07-01,2011-07-01,19.8,1
12406,2011-06-01,2011-11-01,35.4,6
12406,2011-06-01,2011-11-01,9.36,6
12406,2011-06-01,2011-06-01,23.4,1
12406,2011-06-01,2011-06-01,35.4,1
12406,2011-06-01,2011-11-01,9.36,6
12406,2011-06-01,2011-06-01,30.6,1
12406,2011-06-01,2011-06-01,35.1,1
12406,2011-06-01,2011-06-01,49.8,1
12406,2011-06-01,2011-11-01,33.2,6
12406,2011-06-01,2011-06-01,30,1
12406,2011-06-01,2011-06-01,20.28,1
12406,2011-06-01,2011-11-01,75.6,6
12407,2011-03-01,2011-07-01,30,5
12407,2011-03-01,2011-07-01,13.2,5
12407,2011-03-01,2011-07-01,30,5
12407,2011-03-01,2011-03-01,17.4,1
12407,2011-03-01,2011-10-01,75,8
12408,2011-03-01,2011-03-01,50.85,1
12408,2011-03-01,2011-06-01,20.8,4
12408,2011-03-01,2011-03-01,18,1
12408,2011-03-01,2011-06-01,17.7,4
12408,2011-03-01,2011-03-01,12.6,1
12408,2011-03-01,2011-03-01,45,1
12408,2011-03-01,2011-03-01,15,1
12408,2011-03-01,2011-11-01,105.6,9
12408,2011-03-01,2011-03-01,8.5,1
12409,2011-06-01,2011-06-01,50.4,1
12409,2011-06-01,2011-09-01,102,4
12409,2011-06-01,2011-06-01,139.2,1
12409,2011-06-01,2011-06-01,62.4,1
12409,2011-06-01,2011-06-01,69.6,1
12409,2011-06-01,2011-06-01,183.6,1
12409,2011-06-01,2011-06-01,39.84,1
12409,2011-06-01,2011-06-01,60,1
12409,2011-06-01,2011-06-01,30,1
12409,2011-06-01,2011-06-01,34.8,1
12410,2011-02-01,2011-02-01,15,1
12410,2011-02-01,2011-02-01,17,1
12410,2011-02-01,2011-02-01,10.08,1
12410,2011-02-01,2011-02-01,17,1
12410,2011-02-01,2011-02-01,34,1
12412,2011-06-01,2011-07-01,5.04,2
12412,2011-06-01,2011-06-01,10,1
12412,2011-06-01,2011-06-01,30,1
12413,2011-01-01,2011-04-01,17.85,4
12413,2011-01-01,2011-01-01,26.85,1
12413,2011-01-01,2011-04-01,20.8,4
12413,2011-01-01,2011-01-01,17.85,1
12413,2011-01-01,2011-01-01,20.4,1
12413,2011-01-01,2011-01-01,29.7,1
12413,2011-01-01,2011-10-01,15,10
12413,2011-01-01,2011-01-01,17.85,1
12414,2011-04-01,2011-04-01,13.2,1
12414,2011-04-01,2011-05-01,16.35,2
12415,2011-01-01,2011-10-01,169.5,10
12415,2011-01-01,2011-11-01,105.6,11
12415,2011-01-01,2011-03-01,422.4,3
12415,2011-01-01,2011-03-01,86.4,3
12415,2011-01-01,2011-02-01,68,2
12415,2011-01-01,2011-06-01,179.4,6
12415,2011-01-01,2011-06-01,162.72,6
12415,2011-01-01,2011-02-01,42,2
12415,2011-01-01,2011-03-01,108,3
12415,2011-01-01,2011-03-01,86.4,3
12415,2011-01-01,2011-07-01,1.25,7
12415,2011-01-01,2011-02-01,81.12,2
12415,2011-01-01,2011-06-01,238.8,6
12415,2011-01-01,2011-05-01,30,5
12415,2011-01-01,2011-05-01,61.2,5
12415,2011-01-01,2011-03-01,285.6,3
12415,2011-01-01,2011-01-01,103.68,1
12415,2011-01-01,2011-03-01,139.2,3
12415,2011-01-01,2011-05-01,30,5
12415,2011-01-01,2011-01-01,66.6,1
12415,2011-01-01,2011-06-01,105.6,6
12415,2011-01-01,2011-05-01,153,5
12415,2011-01-01,2011-02-01,244.8,2
12415,2011-01-01,2011-10-01,179,10
12415,2011-01-01,2011-02-01,172.8,2
12415,2011-01-01,2011-07-01,276.48,7
12415,2011-01-01,2011-06-01,135,6
12415,2011-01-01,2011-06-01,996,6
12415,2011-01-01,2011-03-01,152.64,3
12415,2011-01-01,2011-08-01,135.68,8
12415,2011-01-01,2011-06-01,51.84,6
12415,2011-01-01,2011-08-01,358,8
12415,2011-01-01,2011-02-01,208.8,2
12415,2011-01-01,2011-06-01,145,6
12415,2011-01-01,2011-02-01,51.84,2
12415,2011-01-01,2011-06-01,198,6
12415,2011-01-01,2011-05-01,67.5,5
12415,2011-01-01,2011-03-01,244.8,3
12415,2011-01-01,2011-02-01,37.2,2
12415,2011-01-01,2011-07-01,1.66,7
12415,2011-01-01,2011-11-01,145,11
12415,2011-01-01,2011-02-01,211.2,2
12415,2011-01-01,2011-08-01,122.4,8
12415,2011-01-01,2011-05-01,232.5,5
12415,2011-01-01,2011-03-01,122.4,3
12415,2011-01-01,2011-06-01,68,6
12415,2011-01-01,2011-06-01,408,6
12415,2011-01-01,2011-07-01,2.08,7
12415,2011-01-01,2011-02-01,408,2
12415,2011-01-01,2011-03-01,61.2,3
12415,2011-01-01,2011-06-01,25.92,6
12415,2011-01-01,2011-06-01,266.4,6
12415,2011-01-01,2011-08-01,9.48,8
12415,2011-01-01,2011-05-01,69.6,5
12415,2011-01-01,2011-06-01,151.2,6
12415,2011-01-01,2011-07-01,4.15,7
12415,2011-01-01,2011-09-01,69.6,9
12415,2011-01-01,2011-02-01,183.6,2
12415,2011-01-01,2011-02-01,425,2
12415,2011-01-01,2011-07-01,4.15,7
12415,2011-01-01,2011-07-01,4.15,7
12415,2011-01-01,2011-05-01,488.16,5
12415,2011-01-01,2011-10-01,122.4,10
12415,2011-01-01,2011-05-01,36.48,5
12415,2011-01-01,2011-02-01,138.24,2
12415,2011-01-01,2011-05-01,180,5
12415,2011-01-01,2011-07-01,2.08,7
12415,2011-01-01,2011-02-01,429.6,2
12415,2011-01-01,2011-05-01,178.2,5
12415,2011-01-01,2011-03-01,69.12,3
12415,2011-01-01,2011-03-01,145,3
12415,2011-01-01,2011-03-01,108,3
12415,2011-01-01,2011-08-01,69.12,8
12417,2010-12-01,2011-04-01,17.4,5
12417,2010-12-01,2010-12-01,20.1,1
12417,2010-12-01,2011-10-01,16.95,11
12417,2010-12-01,2011-04-01,10.2,5
12417,2010-12-01,2011-01-01,15.9,2
12417,2010-12-01,2011-10-01,40.8,11
12417,2010-12-01,2011-10-01,16.5,11
12417,2010-12-01,2011-03-01,17,4
12417,2010-12-01,2011-12-01,17.7,13
12417,2010-12-01,2011-03-01,15.9,4
12417,2010-12-01,2011-08-01,17,9
12417,2010-12-01,2011-08-01,10.5,9
12417,2010-12-01,2011-03-01,15,4
12417,2010-12-01,2011-03-01,10.2,4
12417,2010-12-01,2011-04-01,12.5,5
12417,2010-12-01,2011-10-01,45,11
12417,2010-12-01,2011-03-01,15.3,4
12417,2010-12-01,2011-12-01,5.04,13
12417,2010-12-01,2011-04-01,12.6,5
12417,2010-12-01,2011-01-01,13.95,2
12417,2010-12-01,2011-06-01,17,7
12417,2010-12-01,2011-08-01,10.5,9
12417,2010-12-01,2011-06-01,13,7
12417,2010-12-01,2011-08-01,10.95,9
12417,2010-12-01,2011-01-01,14.85,2
12417,2010-12-01,2011-12-01,12.48,13
12418,2011-08-01,2011-08-01,14.85,1
12418,2011-08-01,2011-08-01,44.55,1
12420,2011-10-01,2011-10-01,12.75,1
12420,2011-10-01,2011-10-01,10.2,1
12422,2011-01-01,2011-01-01,16.5,1
12422,2011-01-01,2011-06-01,10.2,6
12422,2011-01-01,2011-06-01,17.7,6
12422,2011-01-01,2011-01-01,33,1
12422,2011-01-01,2011-06-01,17.7,6
12422,2011-01-01,2011-09-01,20.8,9
12422,2011-01-01,2011-06-01,120,6
12423,2010-12-01,2011-05-01,5.04,6
12423,2010-12-01,2010-12-01,30,1
12423,2010-12-01,2011-12-01,15,13
12423,2010-12-01,2011-04-01,5.04,5
12423,2010-12-01,2011-08-01,10.2,9
12423,2010-12-01,2011-02-01,14.85,3
12423,2010-12-01,2011-02-01,6.96,3
12423,2010-12-01,2011-05-01,17.7,6
12423,2010-12-01,2011-08-01,45,9
12423,2010-12-01,2011-12-01,10.2,13
12423,2010-12-01,2010-12-01,10.08,1
12423,2010-12-01,2011-12-01,10.08,13
12424,2011-06-01,2011-06-01,91.8,1
12424,2011-06-01,2011-06-01,70.2,1
12424,2011-06-01,2011-06-01,70.8,1
12425,2011-09-01,2011-09-01,14.85,1
12426,2011-05-01,2011-05-01,15,1
12427,2010-12-01,2010-12-01,61.2,1
12427,2010-12-01,2010-12-01,19.8,1
12428,2011-03-01,2011-04-01,2.34,2
12428,2011-03-01,2011-03-01,15.6,1
12428,2011-03-01,2011-03-01,19.8,1
12428,2011-03-01,2011-07-01,39.6,5
12428,2011-03-01,2011-03-01,10.5,1
12428,2011-03-01,2011-03-01,108.48,1
12428,2011-03-01,2011-07-01,34,5
12428,2011-03-01,2011-03-01,2.88,1
12428,2011-03-01,2011-11-01,20.8,9
12428,2011-03-01,2011-03-01,10.2,1
12428,2011-03-01,2011-03-01,37.92,1
12428,2011-03-01,2011-03-01,22.5,1
12428,2011-03-01,2011-11-01,22.5,9
12428,2011-03-01,2011-03-01,35.4,1
12428,2011-03-01,2011-03-01,15,1
12428,2011-03-01,2011-03-01,15,1
12428,2011-03-01,2011-03-01,19.8,1
12428,2011-03-01,2011-07-01,31.8,5
12428,2011-03-01,2011-04-01,10.2,2
12428,2011-03-01,2011-03-01,19.5,1
12428,2011-03-01,2011-03-01,19.8,1
12428,2011-03-01,2011-03-01,17.4,1
12428,2011-03-01,2011-03-01,17.7,1
12428,2011-03-01,2011-03-01,35.4,1
12428,2011-03-01,2011-04-01,15,2
12428,2011-03-01,2011-03-01,11.9,1
12428,2011-03-01,2011-03-01,7.8,1
12428,2011-03-01,2011-03-01,15.6,1
12429,2010-12-01,2011-11-01,4.68,12
12429,2010-12-01,2011-04-01,15,5
12429,2010-12-01,2011-04-01,16.5,5
12429,2010-12-01,2010-12-01,29.7,1
12429,2010-12-01,2011-06-01,45,7
12429,2010-12-01,2011-04-01,25.5,5
12429,2010-12-01,2010-12-01,180,1
12429,2010-12-01,2011-06-01,16.5,7
12430,2011-10-01,2011-10-01,17.4,1
12431,2010-12-01,2010-12-01,15,1
12431,2010-12-01,2011-07-01,11.7,8
12431,2010-12-01,2011-01-01,15,2
12431,2010-12-01,2011-02-01,17.7,3
12431,2010-12-01,2010-12-01,51,1
12431,2010-12-01,2011-01-01,13.52,2
12431,2010-12-01,2010-12-01,20.4,1
12431,2010-12-01,2010-12-01,35.7,1
12431,2010-12-01,2011-10-01,17.85,11
12431,2010-12-01,2011-07-01,55.8,8
12431,2010-12-01,2011-05-01,31.8,6
12431,2010-12-01,2011-07-01,47.7,8
12431,2010-12-01,2011-07-01,15,8
12431,2010-12-01,2011-02-01,14.85,3
12431,2010-12-01,2011-07-01,15,8
12431,2010-12-01,2011-02-01,27,3
12431,2010-12-01,2011-05-01,14.85,6
12431,2010-12-01,2011-05-01,15.9,6
12431,2010-12-01,2011-07-01,19.8,8
12431,2010-12-01,2011-05-01,15.9,6
12431,2010-12-01,2011-10-01,12.48,11
12432,2011-06-01,2011-10-01,5.04,5
12432,2011-06-01,2011-06-01,59.4,1
12432,2011-06-01,2011-06-01,67.5,1
12432,2011-06-01,2011-10-01,19.9,5
12432,2011-06-01,2011-06-01,49.5,1
12432,2011-06-01,2011-06-01,99.6,1
12432,2011-06-01,2011-06-01,70.2,1
12432,2011-06-01,2011-06-01,60,1
12432,2011-06-01,2011-10-01,17.7,5
12433,2010-12-01,2010-12-01,59.4,1
12433,2010-12-01,2011-12-01,102,13
12433,2010-12-01,2011-12-01,13.44,13
12433,2010-12-01,2010-12-01,50.4,1
12433,2010-12-01,2011-12-01,15.3,13
12433,2010-12-01,2010-12-01,31.6,1
12433,2010-12-01,2010-12-01,39.6,1
12433,2010-12-01,2010-12-01,13.2,1
12433,2010-12-01,2011-10-01,19.5,11
12433,2010-12-01,2011-12-01,27.36,13
12433,2010-12-01,2011-09-01,15.3,10
12433,2010-12-01,2010-12-01,35.4,1
12433,2010-12-01,2010-12-01,5.04,1
12433,2010-12-01,2011-10-01,9.96,11
12433,2010-12-01,2011-10-01,53.55,11
12433,2010-12-01,2010-12-01,13.92,1
12433,2010-12-01,2011-10-01,6.72,11
12433,2010-12-01,2010-12-01,40.5,1
12433,2010-12-01,2011-09-01,15,10
12433,2010-12-01,2011-12-01,30,13
12433,2010-12-01,2010-12-01,13.92,1
12433,2010-12-01,2010-12-01,17.7,1
12433,2010-12-01,2010-12-01,10.08,1
12433,2010-12-01,2011-10-01,61.02,11
12433,2010-12-01,2010-12-01,35.4,1
12433,2010-12-01,2010-12-01,17,1
12433,2010-12-01,2011-12-01,26.56,13
12433,2010-12-01,2011-12-01,16.3,13
12433,2010-12-01,2011-10-01,14.85,11
12433,2010-12-01,2011-12-01,24.9,13
12433,2010-12-01,2011-12-01,6.72,13
12433,2010-12-01,2010-12-01,10.08,1
12433,2010-12-01,2010-12-01,23.4,1
12433,2010-12-01,2010-12-01,13.92,1
12433,2010-12-01,2011-09-01,15,10
12433,2010-12-01,2010-12-01,50.4,1
12433,2010-12-01,2011-11-01,15,12
12433,2010-12-01,2010-12-01,25.2,1
12433,2010-12-01,2011-09-01,50.4,10
12433,2010-12-01,2011-12-01,59.4,13
12433,2010-12-01,2011-12-01,16.3,13
12434,2011-03-01,2011-03-01,27,1
12434,2011-03-01,2011-09-01,45,7
12434,2011-03-01,2011-03-01,10.2,1
12435,2011-03-01,2011-03-01,102,1
12435,2011-03-01,2011-09-01,151.2,7
12435,2011-03-01,2011-03-01,328.95,1
12435,2011-03-01,2011-03-01,358.8,1
12435,2011-03-01,2011-03-01,152.64,1
12437,2011-01-01,2011-11-01,19.8,11
12437,2011-01-01,2011-12-01,54,12
12437,2011-01-01,2011-01-01,30,1
12437,2011-01-01,2011-06-01,54,6
12437,2011-01-01,2011-02-01,19.8,2
12437,2011-01-01,2011-05-01,30.6,5
12437,2011-01-01,2011-02-01,13.92,2
12438,2011-07-01,2011-07-01,23.4,1
12438,2011-07-01,2011-07-01,30,1
12438,2011-07-01,2011-07-01,10,1
12438,2011-07-01,2011-07-01,15.12,1
12438,2011-07-01,2011-07-01,12.48,1
12438,2011-07-01,2011-11-01,90,5
12438,2011-07-01,2011-11-01,142.8,5
12438,2011-07-01,2011-07-01,19.8,1
12442,2011-12-01,2011-12-01,4.68,1
12442,2011-12-01,2011-12-01,9.36,1
12444,2011-06-01,2011-08-01,51,3
12444,2011-06-01,2011-06-01,15,1
12444,2011-06-01,2011-08-01,33.9,3
12444,2011-06-01,2011-06-01,13.5,1
12444,2011-06-01,2011-06-01,15,1
12444,2011-06-01,2011-06-01,19.8,1
12444,2011-06-01,2011-06-01,29.9,1
12444,2011-06-01,2011-06-01,10.2,1
12444,2011-06-01,2011-06-01,15,1
12444,2011-06-01,2011-06-01,34,1
12444,2011-06-01,2011-06-01,74.85,1
12444,2011-06-01,2011-09-01,17.7,4
